LONGITUDE,LATITUDE,OBJECTID_left,SOURCE,EXT_ID,CAT1,CAT2,CAT3,ORG_NAME,NAME,ADDRLN1,ADDRLN2,CITY,STATE,HOURS,PHONES,EMAIL,URL,INFO1,INFO2,POST_ID,DESCRIPTION,ZIP,LINK,USE_TYPE,DATE_UPDATED,DIS_STATUS,POINT_X,POINT_Y,geometry,index_right,CT10,GEOID10,LABEL,OBJECTID_right,Shape_STAr,Shape_STLe,X_Center,Y_Center
-118.122940057120928,34.670171966139797,97680069,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Pick-Up Site - Department Of Mental Health,349 E. Avenue K-6,,Lancaster,CA,"Monday through Friday, 3:25pm. ",Service/Intake (661) 945-7524,,www.lahsa.org,,,58171,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",93535,http://egis3.lacounty.gov/lms/?p=58171,publish,2013-06-01T11:50:56.000Z,,6524705.34974681,2066292.61703423,POINT (-118.1229400571209 34.6701719661398),261,900504,06037900504,9005.04,262,113732618.002,64211.0385337,6529866.0,2063873.0
-118.192920755719499,33.784104817602355,97680070,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Pick-Up Site - Catholic Charities Community Center,123 W 14Th St,,Long Beach,CA,Pick-up hours vary. ,"Service/Intake (323) 298-1316, Intake Service/Intake (562) 733-1147",,www.lahsa.org,,,58177,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90813,http://egis3.lacounty.gov/lms/?p=58177,publish,2013-06-01T11:50:56.000Z,,6503045.05940606,1743867.21562648,POINT (-118.1929207557195 33.78410481760235),101,575402,06037575402,5754.02,102,3485864.39063,7932.48386184,6503461.0,1744640.0
-118.191634055789592,33.784171967017841,97682091,211,,Social Services,Homeless Shelters and Services,,www.catholiccharitiesla.org/sanpedro.html,Catholic Charities Of Los Angeles - San Pedro Region - Long Beach Community Services Center,123 E. 14th St.,,Long Beach,CA,,"Service/Intake and Administration (562) 591-1351,  Administrative (562) 591-1641",,www.catholiccharitiesla.org/sanpedro.html,,,60044,"The office administers a number of community centers and program offices within the San Pedro Pastoral Region, which extends from Palos Verdes to Pico Rivera on the north to Long Beach on the south.",90813,http://egis3.lacounty.gov/lms/?p=60044,publish,2013-06-01T11:50:56.000Z,,6503436.11144547,1743890.90521164,POINT (-118.1916340557896 33.78417196701784),101,575402,06037575402,5754.02,102,3485864.39063,7932.48386184,6503461.0,1744640.0
-118.209021056321617,33.782004967831867,97680071,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Pick-Up Site - Long Beach Multi-Service Center,1301 W. 12th St.,,Long Beach,CA,,Intake Service/Intake (562) 733-1147,,www.lahsa.org,,,58179,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90813,http://egis3.lacounty.gov/lms/?p=58179,publish,2013-06-01T11:50:56.000Z,,6498150.8733283,1743112.80473372,POINT (-118.2090210563216 33.78200496783187),95,980033,06037980033,9800.33,96,131780242.394,202492.511489,6495963.0,1734835.0
-118.209020755806932,33.782005247821012,97688296,211,,Social Services,Homeless Shelters and Services,,,Long Beach Rescue Mission - Lydia House Intake Site,1301 W 12Th St,Long Beach Multi-Service Center,Long Beach,CA,"Monday through Friday, 9:00am. ",,,www.lbrm.org,,,71888,"The agency provides emergency food, shelter, clothing, counsel, spiritually-based adult rehabilitation transitional housing programs.",90813,http://egis3.lacounty.gov/lms/?p=71888,publish,2010-11-01T11:50:56.000Z,,6498150.96486355,1743112.90643956,POINT (-118.2090207558069 33.78200524782101),95,980033,06037980033,9800.33,96,131780242.394,202492.511489,6495963.0,1734835.0
-118.264175055794396,34.046634966499298,97680072,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Salvation Army,832 W. James M. Wood Blvd.,,Los Angeles,CA,"Monday througfh Sunday, 24 hours per day. PICK UP POINTS AND HOURS No transportation pick-up sites to this shelter.  ",Service/Intake (213) 438-1617,,www.lahsa.org,,,58183,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90015,http://egis3.lacounty.gov/lms/?p=58183,publish,2013-06-01T11:50:56.000Z,,6481643.2409893,1839456.92634957,POINT (-118.2641750557944 34.0466349664993),689,207710,06037207710,2077.10,691,11856806.5449,17224.6696474,6482394.0,1839541.0
-118.273709156589902,33.933734866751102,97680076,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,"Year Round Shelter - Mjb Recovery, Inc.",11152 S Main St,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake (323) 777-2491,,www.lahsa.org,,,58187,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90061,http://egis3.lacounty.gov/lms/?p=58187,publish,2013-06-01T11:50:56.000Z,,6478643.18530963,1798378.11119765,POINT (-118.2737091565899 33.9337348667511),1137,241110,06037241110,2411.10,1139,5238307.22266,10529.9830787,6479252.0,1799382.0
-118.276110056413202,34.012789966796838,97680077,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Volunteers Of America - Pathway To Home,3804 Broadway Pl.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. PICK UP POINTS AND HOURS Downtown Drop-In Center       628 S. San Julian St.       Los Angeles, CA 90013       3:00pm       This pick-up site is for women only.       Los Angeles Mission       434 Wall St., Los Angeles 90013       4:30pm, 5:30pm, 6:30pm        This pick-up site is for men only.  ",Service/Intake and Administration (323) 231-1711,,www.lahsa.org,,,58188,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90037,http://egis3.lacounty.gov/lms/?p=58188,publish,2013-06-01T11:50:56.000Z,,6477993.92250055,1827149.82137065,POINT (-118.2761100564132 34.01278996679684),815,231100,06037231100,2311.00,817,9623617.4707,12919.9545525,6477857.0,1828046.0
-118.329164056120774,34.01991296698467,97680202,211,,Social Services,Homeless Shelters and Services,,www.friendshelpingfriendsla.org,Friends Helping Friends Sober And Transitional Living Inc,3701 Cherrywood Ave.,,Los Angeles,CA,"Intake:  Monday through Friday, 10:00am to 4:00pm.  Services:  Monday through Sunday, 24 hours per day. ","Service/Intake and Administration (323) 293-9778,  FAX (323) 293-7458",,www.friendshelpingfriendsla.org,,,58311,The agency provides transitional housing for men and women over the age of 18.,90018,http://egis3.lacounty.gov/lms/?p=58311,publish,2013-06-01T11:50:56.000Z,,6461924.20496814,1829790.41845164,POINT (-118.3291640561208 34.01991296698467),1042,234200,06037234200,2342.00,1044,9503588.82031,13022.7169961,6461314.0,1828518.0
-118.316431056231451,34.043699967210365,97680203,211,,Social Services,Homeless Shelters and Services,,,Good Shepherd Shelter,2561 W. Venice Blvd.,,Los Angeles,CA,,Service/Intake (323) 737-6111,,,,,58312,The agency provides transitional shelter for battered women and their children who live in Los Angeles County.,90019,http://egis3.lacounty.gov/lms/?p=58312,publish,2013-06-01T11:50:56.000Z,,6465809.9065143,1838434.5458484,POINT (-118.3164310562315 34.04369996721037),1161,221304,06037221304,2213.04,1163,2446087.83984,6306.61158929,6466349.0,1839039.0
-118.444481056190668,34.187196966689754,97680335,211,,Social Services,Homeless Shelters and Services,,www.lsssc.org,Lutheran Social Services Of Southern California - San Fernando And Santa Clarita Valley Area Office,6425 Tyrone Ave.,,Van Nuys,CA,,"Area Director Service/Intake and Administration (818) 901-9480,  FAX (818) 901-9482",,www.lsssc.org,,,58425,The area office provides administrative support for the programs of Lutheran Social Services in the San Fernando Valley area.,91401,http://egis3.lacounty.gov/lms/?p=58425,publish,2013-06-01T11:50:56.000Z,,6427249.24249405,1890802.09531257,POINT (-118.4444810561907 34.18719696668975),496,128102,06037128102,1281.02,497,6983261.68555,10570.6971361,6427290.0,1891931.0
-118.444522056089511,34.18732496625632,97682060,211,,Social Services,Homeless Shelters and Services,,www.sfvrescuemission.org,Lutheran Social Services/Central Lutheran Church - Sfv Rescue Mission,6425 Tyrone Blvd.,,Van Nuys,CA,"Thursday, 8:30am to 10:30am and 12:00pm to 1:00pm. ","Service/Intake and Administration (818) 785-4476, Secondary Telephone Number Information (818) 901-9480",,www.sfvrescuemission.org,,,60008,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91401,http://egis3.lacounty.gov/lms/?p=60008,publish,2013-06-01T11:50:56.000Z,,6427237.04927696,1890848.73104607,POINT (-118.4445220560895 34.18732496625632),496,128102,06037128102,1281.02,497,6983261.68555,10570.6971361,6427290.0,1891931.0
-118.444481155666054,34.187196496622121,97688102,211,,Social Services,Homeless Shelters and Services,,,Central Lutheran Church - Van Nuys,6425 Tyrone Ave,,Van Nuys,CA,"Hot lunch: Wednesdays, 12:00noon to 1:00pm. ",No Telephone () -,,www.hopeofthevalley.org,,,71752,"The rescue mission provides emergency food, personal goods, and shelter services for homeless men, women and families in the San Fernando Valley.",91401,http://egis3.lacounty.gov/lms/?p=71752,publish,2010-11-01T11:50:56.000Z,,6427249.21165422,1890801.92438114,POINT (-118.4444811556661 34.18719649662212),496,128102,06037128102,1281.02,497,6983261.68555,10570.6971361,6427290.0,1891931.0
-118.116349056526772,33.828639967418297,97680550,211,,Social Services,Homeless Shelters and Services,,www.sucasadv.org,Su Casa - Ending Domestic Violence,3840 Woodruff Ave.,Administrative Office| Suite 203,Long Beach,CA,"Monday through Friday, 8:00am to 5:00pm. ","Administrative (562) 421-6537,  FAX (562) 421-8117, 24-hour Hotline Service/Intake/Hotline (Voice/TDD) (562) 402-4888",,www.sucasadv.org,,,58587,"The center provides domestic violence services for people of all ages, including transgendered individuals, a shelter for battered persons and their children and volunteer opportunities.",90808,http://egis3.lacounty.gov/lms/?p=58587,publish,2013-06-01T11:50:56.000Z,,6526332.62437938,1760038.9565769,POINT (-118.1163490565268 33.8286399674183),2118,573700,06037573700,5737.00,2120,19650173.6904,18451.143228,6528374.0,1759291.0
-118.309131055620313,33.990458967269262,97680599,211,,Social Services,Homeless Shelters and Services,,,Testimonial Community Love Center,5721 S. Western Ave.,,Los Angeles,CA,"Monday through Friday, 8:00am to 4:00pm. ","FAX (323) 292-1512,  Service/Intake and Administration (323) 291-6753",,,,,58630,"The center provides emergency food, employment services, holiday assistance and shelter for people in South Central Los Angeles, including people who are homeless or undocumented.",90062,http://egis3.lacounty.gov/lms/?p=58630,publish,2013-06-01T11:50:56.000Z,,6467961.79394281,1819052.28375998,POINT (-118.3091310556203 33.99045896726926),842,232500,06037232500,2325.00,844,8263480.38086,11962.4356315,6467449.0,1819647.0
-118.008138056614925,34.142837967125892,97680608,211,,Social Services,Homeless Shelters and Services,,www.foothillunitycenter.org,Foothill Unity Center Inc - Monrovia,415 W. Chestnut Ave.,,Monrovia,CA,"Monday through Friday, 9:00am to 5:00pm. ","FAX (626) 358-8224,  Service/Intake and Administration (626) 358-3486",,www.foothillunitycenter.org,,,58634,"The center provides emergency food, health services, holiday assistance, and shelter for people who live in the eleven city service area of Altadena, Arcadia, Azusa, Baldwin Park, Bradbury, Duarte, Irwindale, Monrovia, Pasadena, South Pasadena and Sierra Madre.",91016,http://egis3.lacounty.gov/lms/?p=58634,publish,2013-06-01T11:50:56.000Z,,6559207.89721139,1874361.95266798,POINT (-118.0081380566149 34.14283796712589),1691,430901,06037430901,4309.01,1693,12573824.543,14909.1519078,6558184.0,1873938.0
-118.264443056203277,34.065071966613708,97680612,211,,Social Services,Homeless Shelters and Services,,www.gschomeless.org/,Good Shepherd Center For Homeless Women - Hawkes Transitional Residence,1640 Rockwood St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","FAX (213) 482-0299,  Service/Intake (213) 482-0281",,www.gschomeless.org/,,,58638,"The center provides emergency food, homeless support services, housing services and shelter primarily for women in the Echo Park and MacArthur Park/Wilshire district.",90026,http://egis3.lacounty.gov/lms/?p=58638,publish,2013-06-01T11:50:56.000Z,,6481579.70666756,1846166.69836307,POINT (-118.2644430562033 34.06507196661371),1644,208302,06037208302,2083.02,1646,4735696.5791,9852.78006885,6482169.0,1845587.0
-118.263336056050889,34.066216966691485,97680614,211,,Social Services,Homeless Shelters and Services,,www.gschomeless.org/,Good Shepherd Center For Homeless Women - Languille Residence - Emergency Shelter,267 N. Belmont Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake and Administration (213) 250-5241,  FAX (213) 250-5073",,www.gschomeless.org/,,,58640,"The center provides emergency food, homeless support services, housing services and shelter primarily for women in the Echo Park and MacArthur Park/Wilshire district.",90026,http://egis3.lacounty.gov/lms/?p=58640,publish,2013-06-01T11:50:56.000Z,,6481916.06951189,1846582.50428998,POINT (-118.2633360560509 34.06621696669148),1644,208302,06037208302,2083.02,1646,4735696.5791,9852.78006885,6482169.0,1845587.0
-118.206861055930162,33.88752396760146,97680862,211,,Social Services,Homeless Shelters and Services,,,First United Methodist Church Of Compton,1025 S. Long Beach Blvd.,,Compton,CA,"Monday through Thursday, 10:00am to 4:00pm. ",Service/Intake (310) 639-0775,,,,,58875,The church provides emergency food assistance and holiday assistance for people who live in Compton.,90221,http://egis3.lacounty.gov/lms/?p=58875,publish,2013-06-01T11:50:56.000Z,,6498886.30197555,1781512.46317048,POINT (-118.2068610559302 33.88752396760146),896,542402,06037542402,5424.02,898,16874307.332,18942.1384752,6497193.0,1779496.0
-118.425598056509131,34.20867596629035,97682064,211,,Social Services,Homeless Shelters and Services,,www.sfvrescuemission.org,San Fernando Valley Rescue Mission,13422 Saticoy St.,,North Hollywood,CA,"Monday through Friday, 8:30am to 5:00pm. ","FAX (818) 474-1294, Donations Pick-ups Service/Intake (800) 417-5678, Bob - for space availability Information Only (661) 965-0180,  Service/Intake and Administration (818) 785-4476",,www.sfvrescuemission.org,,,60009,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91605,http://egis3.lacounty.gov/lms/?p=60009,publish,2013-06-01T11:50:56.000Z,,6432992.94852631,1898593.90584439,POINT (-118.4255980565091 34.20867596629035),1634,122000,06037122000,1220.00,1636,35212595.8154,30508.19086,6435173.0,1900822.0
-118.374935055694579,34.162853966406132,97682069,211,,Social Services,Homeless Shelters and Services,,www.sfvrescuemission.org,North Hollywood 1St Baptist Church - Sfv Rescue Mission,11210 Otsego St.,,North Hollywood,CA,,"Service/Intake (818) 763-4356,  Service/Intake (818) 980-7370",,www.sfvrescuemission.org,,,60020,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91601,http://egis3.lacounty.gov/lms/?p=60020,publish,2013-06-01T11:50:56.000Z,,6448248.37208363,1881857.5708788,POINT (-118.3749350556946 34.16285396640613),1309,125401,06037125401,1254.01,1311,4281459.26563,10111.9843733,6448435.0,1881769.0
-118.196027056099382,33.792645967585358,97682219,211,,Social Services,Homeless Shelters and Services,,www.COAlongbeach.org,Christian Outreach In Action - Transitional Housing,1950 Chestnut Ave.,,Long Beach,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake (562) 432-1440,,www.COAlongbeach.org,,,60139,"The organization provides emergency food, holiday assistance, homeless support services, personal goods and shelter for people who are in the Long Beach area, including people who are homeless.",90806,http://egis3.lacounty.gov/lms/?p=60139,publish,2013-06-01T11:50:56.000Z,,6502107.17118996,1746977.39871056,POINT (-118.1960270560994 33.79264596758536),143,573004,06037573004,5730.04,144,4423554.49805,8641.32184668,6501968.0,1747287.0
-118.338414256168676,34.093226596930833,97682479,211,,Social Services,Homeless Shelters and Services,,www.lagaycenter.org,L A Gay And Lesbian Center - Highland Annex,1220 N Highland Ave,,Los Angeles,CA,"Monday through Friday, 8:30am to 5:30pm; Saturday and Sunday, 8:30am to 4:00pm. ","Service/Intake (323) 860-2280, LGBTQ Youth Hotline Hotline/Talkline/Warmline (323) 461-8163,  Service/Intake (323) 993-7501",,www.lagaycenter.org,,,60357,"The program provides emergency food, HIV/AIDS services, homeless support services and shelter for people who live in Los Angeles County.",90038,http://egis3.lacounty.gov/lms/?p=60357,publish,2013-06-01T11:50:56.000Z,,6459210.96367547,1856479.82734306,POINT (-118.3384142561687 34.09322659693083),1447,191901,06037191901,1919.01,1449,8322029.1543,11883.4390507,6459220.0,1855556.0
-118.276746055761336,33.828858967426022,97682484,211,,Social Services,Homeless Shelters and Services,,,St. Philomena Church,21900 S. Main St.,,Carson,CA,"Monday through Sunday, 9:00am to 8:00pm. ","Service/Intake and Administration (310) 835-7161, Contributions or Volunteers Service/Intake (310) 830-5294",,,,,60359,"The program provides emergency food and holiday assistance for low-income residents of Carson, Long Beach zip code 90810 and Torrance zip code 90502.",90745,http://egis3.lacounty.gov/lms/?p=60359,publish,2013-06-01T11:50:56.000Z,,6477616.89208664,1760213.91127948,POINT (-118.2767460557613 33.82885896742602),1145,543802,06037543802,5438.02,1147,14596512.8008,16364.6818812,6479747.0,1760389.0
-118.270433156169432,33.832084136936764,97687909,211,,Social Services,Homeless Shelters and Services,,,Vets On The Move Foundation,357 E Carson St,Suite 204,Carson,CA,"Monday, Wednesday, and Friday, 9:00amm to 5:00pm; Tuesday and Thursday, 9:00am to 1:00pm. ","Service/Intake and Administration (310) 518-4121, Emergency After Hours (310) 415-4254",,www.vetsonthemove.org,,,71632,The agency provides shelter services for veterans in Los Angeles County.,90745,http://egis3.lacounty.gov/lms/?p=71632,publish,2010-11-01T11:50:56.000Z,,6479537.40235323,1761382.41156715,POINT (-118.2704331561694 33.83208413693676),1145,543802,06037543802,5438.02,1147,14596512.8008,16364.6818812,6479747.0,1760389.0
-117.978920056885556,34.010110967511437,97682486,211,,Social Services,Homeless Shelters and Services,,,East San Gabriel Valley Coalition For The Homeless,1345 Turnbull Canyon Rd.,,Hacienda Heights,CA,"Monday through Friday, 8:30am to 1:30pm. ","Service/Intake (626) 333-7204,  FAX (626) 333-7260",,,,,60360,"The program provides emergency food, information and referral, personal goods and transportation assistance for homeless people in the East San Gabriel Valley area.",91745,http://egis3.lacounty.gov/lms/?p=60360,publish,2013-06-01T11:50:56.000Z,,6568058.93298697,1826060.62833907,POINT (-117.9789200568856 34.01011096751144),2172,408402,06037408402,4084.02,2174,124633900.837,62424.342467,6560357.0,1827999.0
-118.204697056206584,33.921084967374895,97682648,211,,Social Services,Homeless Shelters and Services,,www.jordansdisciplescommunityservice.org,Jordan's Disciples Community Service - Root 66,3669 Louise St.,,Lynwood,CA,"Monday through Sunday, 24 hours per day. ","Ms. Scott Administrative (310) 876-5390,  Service/Intake (424) 228-0343, Ms. Walston Service/Intake (310) 213-0840, Ms. Scott Service/Intake (310) 213-0203,  Service/Intake (562) 618-1857",,,,,60541,"The program provides shelter for pregnant women and women with children who are in Carson, Compton, Lynwood and Los Angeles.",90262,http://egis3.lacounty.gov/lms/?p=60541,publish,2013-06-01T11:50:56.000Z,,6499567.96465422,1793724.72122623,POINT (-118.2046970562066 33.9210849673749),1179,541700,06037541700,5417.00,1181,15073493.7529,17540.8761743,6499969.0,1792258.0
-118.216134056461968,33.981271967195184,97683004,211,,Social Services,Homeless Shelters and Services,,www1.usw.salvationarmy.org/usw/www_usw_southeastcommunities.nsf,Salvation Army Corps Community Center - Huntington Park,2965 E. Gage Ave.,,Huntington Park,CA,,"Service/Intake (323) 587-4221,  FAX (323) 587-3973",,www1.usw.salvationarmy.org/usw/www_usw_southeastcommunities.nsf,,,60839,"This agency provides a companionship program, emergency food, holiday assistance, homeless support services, personal enrichment and utility bill assistance for people who live in Bell, Bell Gardens, Cudahy, Downey, Huntington Park, Maywood, South Gate, Vernon and Walnut Park.",90255,http://egis3.lacounty.gov/lms/?p=60839,publish,2013-06-01T11:50:56.000Z,,6496145.23101413,1815635.29485907,POINT (-118.216134056462 33.98127196719518),1020,533105,06037533105,5331.05,1022,2054755.60938,5798.47327423,6496060.0,1816223.0
-118.220218056160476,34.052021967205924,97683027,211,,Social Services,Homeless Shelters and Services,,www.CatholicCharitiesLA.org,Catholic Charities Of Los Angeles - Brownson House,1307 Warren St.,,Los Angeles,CA,"Monday through Friday, 9:00am to 1:00pm. ","Regional Office Administrative (323) 266-3130,  Service/Intake (323) 264-8701, Appointments Service/Intake (323) 264-8700",,www.CatholicCharitiesLA.org,,,60849,"This agency provides emergency food, holiday assistance, motel vouchers and utility bill assistance.",90033,http://egis3.lacounty.gov/lms/?p=60849,publish,2013-06-01T11:50:56.000Z,,6494963.49879755,1841385.27190231,POINT (-118.2202180561605 34.05202196720592),1190,203500,06037203500,2035.00,1192,17843568.2334,18794.8350771,6495012.0,1842812.0
-118.277120056727284,34.248294966198131,97683035,211,,Social Services,Homeless Shelters and Services,,,Tujunga United Methodist Church,9901 Tujunga Canyon Blvd.,,Tujunga,CA,"Monday through Friday, 11:00am to 1:00pm. ",Service/Intake and Administration (818) 473-4185,,,,,60851,"This agency provides clothing, emergency food, holiday assistance, homeless support services, medical supply loans for people in La Crescenta, Lake View Terrace, Montrose, Sunland and Tujunga, including people who are undocumented or who are homeless.",91042,http://egis3.lacounty.gov/lms/?p=60851,publish,2013-06-01T11:50:56.000Z,,6477924.11686589,1912855.00429064,POINT (-118.2771200567273 34.24829496619813),1576,101220,06037101220,1012.20,1578,7522986.30371,12697.6262999,6476560.0,1914066.0
-118.108203055770545,33.755172967368004,97683038,211,,Social Services,Homeless Shelters and Services,,www.intervalhouse.org,Interval House,6615 E. Pacific Coast Highway,Outreach Office| Suite 170,Long Beach,CA,"Monday through Sunday, 24 hours per day. ","Administrative (562) 594-9492, L A County - 24 hours Service/Intake and Hotline (562) 594-4555",,www.intervalhouse.org,,,60852,"This agency provides domestic violence services, a battered women's shelter for battered women and their children and welfare-to-work support services to battered women who receive CalWORKs and live primarily in the Long Beach and the surrounding areas.",90803,http://egis3.lacounty.gov/lms/?p=60852,publish,2013-06-01T11:50:56.000Z,,6528777.96036798,1733299.52810048,POINT (-118.1082030557705 33.755172967368),33,980007,06037980007,9800.07,34,29099596.3115,24066.892021,6530524.0,1736366.0
-118.100671057338289,34.579770966037579,97683073,211,,Social Services,Homeless Shelters and Services,,www.mhala.org,Mental Health America Of Los Angeles - Antelope Valley Services - Discovery Resource Center,1609 E. Palmdale Blvd.,,Palmdale,CA,,"FAX (661) 575-1682,  Service/Intake (661) 947-1595",,www.mhala.org,,,60883,"This agency provides homeless support, mental health services and volunteer opportunities for people in the Antelope Valley area.",93550,http://egis3.lacounty.gov/lms/?p=60883,publish,2013-06-01T11:50:56.000Z,,6531368.12743172,2033385.7678218,POINT (-118.1006710573383 34.57977096603758),187,910502,06037910502,9105.02,188,21564707.9922,18776.3683669,6531324.0,2033480.0
-118.279916056719898,34.054047966538107,97683080,211,,Social Services,Homeless Shelters and Services,,casa-libre.org,Center For Human Rights And Constitutional Law - Homeless Youth Project,845 S. Lake St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Administrative (213) 388-8693 Ext.307,  FAX (213) 386-9484,  Service/Intake (213) 637-5814",,casa-libre.org,,,60889,This agency provides shelter for homeless youth age 12 to 17 who are in Los Angeles County.,90057,http://egis3.lacounty.gov/lms/?p=60889,publish,2013-06-01T11:50:56.000Z,,6476882.31087863,1842167.55642697,POINT (-118.2799160567199 34.05404796653811),939,209401,06037209401,2094.01,941,2321352.55762,6370.71257204,6476394.0,1843144.0
-117.752859056903134,34.077437967330084,97684016,211,,Social Services,Homeless Shelters and Services,,www.InlandValleyHopePartners.org,Inland Valley Hope Partners - Our House Shelter Administrative Office,1753 N. Park Ave.,,Pomona,CA,,"Housing/Shelter Intake Service/Intake (909) 622-3806 Ext.235, Administrative Office FAX (909) 622-0484",,www.InlandValleyHopePartners.org,,,61487,"The organization's programs provides emergency food, financial assistance, holiday assistance and shelter for people who primarily live in the Inland Valley.",91768,http://egis3.lacounty.gov/lms/?p=61487,publish,2013-06-01T11:50:56.000Z,,6636509.71996963,1850653.58210582,POINT (-117.7528590569031 34.07743796733008),2255,402200,06037402200,4022.00,2257,60816928.0654,41021.1768499,6632834.0,1852241.0
-117.753389757323319,34.064423986843451,97684017,211,,Social Services,Homeless Shelters and Services,,www.InlandValleyHopePartners.org,Inland Valley Hope Partners - Beta Food Security Site,290 W Pearl St,,Pomona,CA,,Emergency Food Beta Center Service/Intake (909) 622-7278,,www.InlandValleyHopePartners.org,,,61488,"The organization's programs provides emergency food, financial assistance, holiday assistance and shelter for people who primarily live in the Inland Valley.",91766,http://egis3.lacounty.gov/lms/?p=61488,publish,2013-06-01T11:50:56.000Z,,6636360.63299747,1845917.16506948,POINT (-117.7533897573233 34.06442398684345),2208,402303,06037402303,4023.03,2210,10160613.7598,13649.095876,6635592.0,1846900.0
-118.331133056577755,34.032757967270776,97684028,211,,Social Services,Homeless Shelters and Services,,berean29.adventistchurchconnect.org/index.php,Berean 7Th Day Adventist Church Community Services,4211 W. Adams Blvd.,,Los Angeles,CA,,"Service/Intake and Administration (323) 735-0228,  FAX (323) 766-7552",,berean29.adventistchurchconnect.org/index.php,,,61495,This program provides emergency food and holiday assistance for people who live in Los Angeles County.,90018,http://egis3.lacounty.gov/lms/?p=61495,publish,2013-06-01T11:50:56.000Z,,6461342.94267923,1834466.90450548,POINT (-118.3311330565778 34.03275796727078),1164,218702,06037218702,2187.02,1166,3871444.64063,10285.1016689,6460539.0,1834708.0
-117.976835057210309,34.080116966929033,97684033,211,,Social Services,Homeless Shelters and Services,,www.cotrbp.org,Church Of The Redeemer,3739 Monterey Ave.,,Baldwin Park,CA,"Monday through Friday, 9:00am to 3:00pm. ","FAX (626) 960-9587,  Service/Intake and Administration (626) 960-9585",,www.cotrbp.org,,,61497,This program provides emergency food and holiday assistance for anyone in need.,91706,http://egis3.lacounty.gov/lms/?p=61497,publish,2013-06-01T11:50:56.000Z,,6568684.95010763,1851537.32180814,POINT (-117.9768350572103 34.08011696692903),1782,404801,06037404801,4048.01,1784,14997927.6074,17210.3023256,6568538.0,1850961.0
-118.273482056777709,34.069293966615888,97684075,211,,Social Services,Homeless Shelters and Services,,www.fasgi.org,Filipino American Service Group Inc,135 N. Park View St.,,Los Angeles,CA,"Monday through Friday, 8:00am to 5:00pm. ","Service/Intake and Administration (213) 487-9804,  FAX (213) 487-9806",,www.fasgi.org,,,61538,"The agency provides community services, health services, services for older adults and shelter to homeless adults with health and mental health issues who live in Los Angeles County area.",90026,http://egis3.lacounty.gov/lms/?p=61538,publish,2013-06-01T11:50:56.000Z,,6478846.29349922,1847710.48464556,POINT (-118.2734820567777 34.06929396661589),1300,208501,06037208501,2085.01,1302,2617928.32715,6561.56983367,6479308.0,1847797.0
-118.283973456772841,34.025917566965028,97685051,,,Social Services,Homeless Shelters and Services,,Ella's Foundation,Ella's Foundation,3175 S. Hoover St.,Suite 113 ,Los Angeles ,CA,,"(323) 761 - 6415
",,,,,68577,,90007,http://egis3.lacounty.gov/lms/?p=68577,publish,2013-04-25T15:44:26.000Z,,6475624.38557297,1831933.83870548,POINT (-118.2839734567728 34.02591756696503),705,221900,06037221900,2219.00,707,4410383.7627,10631.1439975,6473928.0,1832250.0
-118.320855356591849,33.974738627369554,97685184,211,,Social Services,Homeless Shelters and Services,,,"California Council For Veterans' Affairs, Inc.",2501 W. Florence Ave.,,Los Angeles,CA,"Monday through Friday, 10:00am to 6:00pm","FAX (323) 750-8034,  Service/Intake (323) 750-9967",,,,,56928,"The agency provides advocacy, education services, employment services, shelter and support services for homeless female veterans and their families.  Services are targeted, but not restricted to people who live in South Central Los Angeles.",90043,http://egis3.lacounty.gov/lms/?p=56928,publish,2017-02-22T09:57:57.000Z,,6464389.49432889,1813342.4894053,POINT (-118.3208553565918 33.97473862736955),852,235201,06037235201,2352.01,854,7024760.69922,10666.3390556,6464004.0,1813278.0
